period,oversold,overbought,aggression_factor,low_buy,high_sell,buy_amount,pnl,runtime
60,31,74,0.4,15,80,17,-2242.0,7.806807041168213
70,34,66,0.5,10,85,5,5847.0,7.858453035354614
65,38,65,0.5,15,80,2,19620.0,7.689785957336426
30,33,64,0.30000000000000004,20,75,6,1030.0,7.848927021026611
65,27,60,0.30000000000000004,10,80,14,13165.0,7.831984281539917
45,33,60,0.4,20,90,8,19184.0,7.80430793762207
35,40,61,0.4,15,75,13,-28312.0,7.863677740097046
45,40,65,0.30000000000000004,15,90,10,-2862.0,7.816205024719238
50,27,73,0.6000000000000001,20,80,3,-5752.0,7.705505847930908
30,36,73,0.2,15,75,15,1577.0,7.745188236236572
35,36,68,0.5,10,75,2,5846.0,7.812841176986694
30,29,63,0.4,10,75,2,10636.0,7.850942850112915
30,28,66,0.1,20,75,11,18646.0,7.7333152294158936
60,26,73,0.4,15,80,16,12089.0,7.642873048782349
35,33,75,0.30000000000000004,20,75,16,-249.0,7.765323162078857
70,38,63,0.30000000000000004,20,80,9,27797.0,7.875125885009766
70,36,65,0.5,15,80,17,16330.0,7.876892805099487
50,27,71,0.6000000000000001,10,85,17,3916.0,7.826040983200073
70,31,71,0.2,20,80,17,-1266.0,7.878974914550781
35,32,64,0.6000000000000001,10,90,12,16765.0,7.863377809524536
45,38,68,0.1,20,90,3,4864.0,8.092858076095581
50,35,74,0.2,15,80,18,-542.0,8.01987910270691
40,34,61,0.2,10,90,7,6579.0,8.043930053710938
55,27,70,0.30000000000000004,15,80,14,4802.0,8.034940719604492
60,29,63,0.6000000000000001,10,75,16,17176.0,8.007209062576294
35,27,73,0.2,10,80,13,4682.0,8.108867883682251
60,36,60,0.5,15,75,12,31582.0,8.14562726020813
70,28,71,0.6000000000000001,15,80,5,6536.0,8.004297971725464
65,37,68,0.2,15,85,7,5390.0,8.096596002578735
40,25,61,0.1,10,90,12,17616.0,8.083883047103882
30,29,62,0.5,20,75,14,9502.0,7.9366679191589355
30,36,65,0.4,15,80,11,-14938.0,7.9184346199035645
30,39,62,0.5,15,80,16,-32224.0,7.888967037200928
70,39,73,0.5,10,80,12,-6867.0,7.902379989624023
70,25,71,0.2,20,80,2,1653.0,7.669819116592407
65,35,70,0.4,15,90,6,1301.0,7.891695022583008
65,39,71,0.2,10,85,4,-1987.0,7.718167066574097
65,40,73,0.1,15,75,10,-4762.0,7.794444799423218
55,33,65,0.1,20,75,2,19142.0,7.7499680519104
65,36,69,0.6000000000000001,20,85,9,992.0,7.779450178146362
40,28,74,0.4,15,75,12,-5124.0,7.795284986495972
40,34,67,0.5,15,85,3,12762.0,7.91953706741333
70,34,65,0.2,10,80,5,13927.0,7.7865989208221436
60,30,73,0.6000000000000001,15,80,12,-1984.0,7.902409791946411
50,35,60,0.5,20,85,17,25278.0,7.891373872756958
70,26,72,0.5,10,80,11,6417.0,7.789891719818115
60,33,65,0.1,15,80,15,18612.0,7.847233057022095
60,37,67,0.30000000000000004,10,85,18,15152.0,7.837416887283325
45,32,66,0.5,10,90,10,15430.0,7.777670860290527
35,30,72,0.2,20,85,6,8756.0,7.839097261428833
30,37,70,0.4,15,85,18,-5205.0,7.905473947525024
65,34,60,0.5,10,80,15,35954.0,7.91081690788269
45,31,60,0.4,20,85,16,20732.0,7.879606008529663
60,27,71,0.6000000000000001,10,75,15,4836.0,7.856435060501099
65,29,66,0.1,15,80,8,10866.0,7.936509847640991
50,31,73,0.4,10,75,5,2233.0,7.8890297412872314
60,40,64,0.30000000000000004,20,80,15,15230.0,7.972424030303955
35,37,69,0.5,10,85,6,1404.0,7.92662787437439
65,25,64,0.2,10,80,8,9072.0,7.892961025238037
55,33,75,0.5,10,90,15,973.0,7.931134939193726
70,37,60,0.1,20,85,17,31564.0,8.033689975738525
50,32,60,0.4,10,85,4,28474.0,7.904818296432495
55,38,73,0.30000000000000004,15,85,5,-1475.0,7.880302667617798
35,31,64,0.5,10,80,19,18900.0,7.820050239562988
65,25,70,0.1,10,90,5,6442.0,7.688110828399658
60,28,70,0.4,20,85,19,1643.0,7.59945273399353
30,34,72,0.2,20,85,14,6786.0,7.6836700439453125
55,30,73,0.5,20,85,16,-4960.0,7.722870111465454
70,39,60,0.1,10,75,4,30538.0,7.887715101242065
50,40,72,0.2,20,80,16,71.0,7.830136060714722
40,28,74,0.1,10,75,15,-6017.0,7.8095543384552
60,25,75,0.4,10,80,6,9668.0,7.664710998535156
65,35,62,0.6000000000000001,20,85,17,29378.0,7.9339988231658936
55,34,66,0.2,20,85,14,14718.0,8.005980014801025
60,26,74,0.2,15,75,5,13791.0,7.788311004638672
35,28,61,0.30000000000000004,15,80,11,19446.0,7.9229912757873535
60,36,67,0.6000000000000001,15,80,3,15494.0,8.044039011001587
40,25,61,0.2,20,75,6,17968.0,7.882004022598267
30,37,62,0.30000000000000004,15,75,8,-24474.0,8.000754117965698
55,30,72,0.4,10,90,10,-4900.0,7.940562725067139
35,27,62,0.5,15,75,4,22120.0,8.009905099868774
65,40,70,0.6000000000000001,15,85,17,670.0,7.970024108886719
50,38,69,0.4,10,90,10,9169.0,7.979048252105713
30,25,69,0.4,15,85,2,17362.0,8.004858016967773
40,29,71,0.1,10,85,15,2354.0,7.876966238021851
40,30,71,0.1,10,75,3,4211.0,7.810927152633667
70,31,72,0.1,10,85,7,184.0,7.65290093421936
55,25,63,0.2,20,85,16,9880.0,7.6736578941345215
60,27,61,0.4,10,75,16,13451.0,8.052813053131104
50,33,65,0.2,15,80,19,19930.0,8.01139211654663
40,27,70,0.5,10,80,2,1576.0,7.971570014953613
35,25,67,0.5,10,90,9,21198.0,8.026026964187622
40,25,67,0.2,20,85,15,15846.0,8.051016092300415
70,32,68,0.2,15,85,11,-1398.0,8.032281160354614
55,33,61,0.1,15,75,12,36006.0,8.034619092941284
65,38,69,0.4,20,85,15,-138.0,8.133265018463135
35,29,63,0.1,10,90,9,24167.0,8.090798139572144
35,36,63,0.6000000000000001,15,75,13,3856.0,7.8100669384002686
30,33,65,0.5,15,85,17,4796.0,7.847821235656738
30,38,61,0.6000000000000001,20,75,2,-38328.0,7.704603910446167
40,30,68,0.1,10,90,11,9630.0,7.811722993850708
70,26,63,0.2,20,80,11,12211.0,7.796497106552124
30,28,74,0.4,15,90,6,13624.0,7.627962827682495
70,32,64,0.6000000000000001,20,85,8,13316.0,7.750224828720093
60,31,73,0.2,15,75,10,-2924.0,7.733826160430908
45,40,63,0.30000000000000004,20,90,17,-8544.0,7.806032180786133
55,29,72,0.5,20,80,11,-8092.0,7.694490909576416
70,40,73,0.6000000000000001,15,85,3,-7160.0,7.761752128601074
40,31,60,0.1,15,85,13,15994.0,7.891014814376831
60,38,64,0.5,15,80,9,24811.0,7.907692193984985
70,40,63,0.5,15,85,11,19802.0,7.855282306671143
50,34,69,0.6000000000000001,10,80,17,12666.0,7.912819862365723
70,31,64,0.30000000000000004,10,80,18,12753.0,7.9612672328948975
60,25,69,0.6000000000000001,20,75,8,5604.0,7.713114976882935
50,36,72,0.4,20,80,15,2206.0,7.8177649974823
40,26,60,0.30000000000000004,20,75,10,18367.0,7.874274015426636
65,31,69,0.2,15,80,5,-2708.0,7.878809213638306
50,38,71,0.5,15,80,4,4573.0,7.733358144760132
70,33,74,0.5,20,80,15,-4023.0,7.884282112121582
35,33,65,0.30000000000000004,15,80,14,11964.0,7.916712045669556
45,38,62,0.1,20,80,6,1875.0,7.9033379554748535
35,25,67,0.1,15,90,4,16404.0,7.826581954956055
30,35,67,0.4,10,80,4,-4943.0,7.846872091293335
55,32,67,0.4,20,85,15,10698.0,7.706944942474365
45,39,64,0.5,10,80,14,-5920.0,7.738754034042358
60,31,60,0.4,10,80,18,25196.0,7.910555839538574
60,33,65,0.4,20,80,12,18298.0,7.661160945892334
55,37,75,0.5,20,80,19,-1877.0,7.806163787841797
50,38,65,0.6000000000000001,20,85,5,14152.0,7.855108737945557
65,26,67,0.6000000000000001,15,80,7,8024.0,7.894276142120361
35,34,70,0.4,15,80,11,8758.0,7.9512529373168945
45,30,70,0.4,10,85,3,14735.0,7.86467719078064
45,38,67,0.6000000000000001,15,80,8,4799.0,7.911877155303955
35,34,67,0.1,20,90,12,12900.0,7.95281195640564
70,36,64,0.4,15,85,8,17188.0,8.008931159973145
50,30,63,0.5,20,75,7,30970.0,7.762194871902466
50,34,70,0.2,10,90,2,8760.0,7.719543933868408
50,25,75,0.30000000000000004,20,90,3,10154.0,7.693161964416504
40,36,67,0.6000000000000001,20,90,3,4570.0,7.796717882156372
30,36,62,0.30000000000000004,10,80,6,-23314.0,7.641777038574219
55,26,71,0.2,15,75,7,5480.0,7.7226293087005615
70,36,71,0.2,15,75,13,-4947.0,7.699816942214966
45,38,71,0.1,15,75,5,1949.0,7.5970377922058105
65,28,61,0.2,15,80,5,14306.0,7.705827951431274
35,39,62,0.4,15,90,15,-19491.0,7.843333959579468
40,27,65,0.30000000000000004,10,85,2,22161.0,7.809197187423706
40,33,60,0.2,15,90,8,6894.0,7.820096015930176
40,30,63,0.2,10,80,4,17531.0,7.772921085357666
70,31,71,0.30000000000000004,10,90,6,-2344.0,7.7314229011535645
60,28,75,0.4,15,85,5,1748.0,7.733656883239746
30,29,61,0.30000000000000004,15,75,11,7272.0,7.884963035583496
55,33,72,0.5,20,75,3,4134.0,7.651932001113892
30,35,75,0.2,10,90,17,-1593.0,7.727447032928467
35,38,62,0.30000000000000004,15,85,8,-15917.0,7.657227039337158
40,27,66,0.30000000000000004,15,75,3,21900.0,7.690864086151123
35,29,75,0.5,15,75,15,-5738.0,7.726158142089844
50,40,60,0.2,15,85,2,4791.0,7.64814019203186
70,32,62,0.4,20,80,16,14137.0,7.761599063873291
40,38,61,0.1,20,85,16,-10643.0,7.73664116859436
55,27,63,0.6000000000000001,20,90,14,14202.0,7.86110782623291
65,26,73,0.4,10,80,13,6409.0,7.742685079574585
40,34,72,0.1,20,80,2,3346.0,7.86000919342041
50,36,67,0.1,10,80,6,15115.0,7.815054178237915
70,26,69,0.30000000000000004,10,90,8,10729.0,7.836342096328735
30,31,75,0.4,20,85,12,4884.0,7.921184062957764
55,40,71,0.6000000000000001,20,90,8,2113.0,7.738842010498047
30,27,67,0.2,15,80,8,20501.0,7.920929908752441
55,40,65,0.4,15,85,13,10162.0,7.897413969039917
60,38,74,0.4,20,90,6,-2410.0,7.729371070861816
50,25,60,0.1,10,90,19,14210.0,7.764009952545166
50,40,66,0.2,20,85,18,5607.0,7.770414113998413
30,34,72,0.6000000000000001,20,80,6,5649.0,7.680484056472778
50,39,73,0.5,10,90,12,-3458.0,7.749354124069214
35,39,73,0.1,10,85,3,-2863.0,7.84063720703125
35,38,73,0.6000000000000001,10,75,2,-2167.0,7.798598051071167
35,27,60,0.30000000000000004,10,85,12,17528.0,7.816073894500732
65,37,65,0.30000000000000004,15,75,18,22610.0,7.749666929244995
55,30,74,0.30000000000000004,20,85,7,-5370.0,7.679575204849243
45,27,73,0.5,20,90,15,2756.0,7.578744649887085
35,37,62,0.6000000000000001,20,80,3,-12294.0,7.789656162261963
70,34,70,0.30000000000000004,20,85,7,-4932.0,7.805099964141846
30,30,67,0.2,20,75,12,14121.0,7.831080198287964
45,29,60,0.6000000000000001,10,85,18,27897.0,7.957228660583496
65,28,71,0.5,20,90,18,11497.0,7.7233569622039795
55,25,64,0.30000000000000004,10,75,15,9414.0,7.834803342819214
65,28,72,0.1,15,85,17,12313.0,7.755561113357544
50,36,72,0.1,20,85,11,2394.0,7.84431791305542
40,30,74,0.5,20,75,15,-5303.0,7.764593839645386
70,29,61,0.2,15,75,11,13572.0,7.822827100753784
65,34,69,0.1,15,75,3,-2100.0,7.903490781784058
70,28,64,0.5,15,80,19,11951.0,7.869099140167236
60,29,74,0.5,15,75,17,2445.0,7.601934194564819
65,32,63,0.6000000000000001,10,85,17,20472.0,7.8086347579956055
65,31,60,0.6000000000000001,10,75,13,21201.0,7.954983949661255
55,31,64,0.4,15,80,2,26687.0,7.901936054229736
40,25,75,0.4,20,90,19,-4446.0,7.820276975631714
40,37,60,0.1,15,85,18,-7097.0,7.8747851848602295
70,31,62,0.1,15,80,17,14647.0,7.8799989223480225
50,32,65,0.5,15,85,16,16929.0,7.9276440143585205
40,26,64,0.2,20,75,13,19348.0,7.883893966674805
45,40,73,0.6000000000000001,20,85,16,-1355.0,7.959918975830078
65,39,66,0.1,20,85,10,10644.0,7.919616937637329
50,26,71,0.5,10,90,5,6944.0,8.075903177261353
40,36,64,0.6000000000000001,20,80,15,3710.0,8.080241918563843
35,40,69,0.4,10,80,3,-8602.0,7.865889072418213
35,32,64,0.6000000000000001,20,75,15,16941.0,7.910624980926514
70,30,66,0.6000000000000001,10,85,4,13037.0,7.930004119873047
35,29,66,0.6000000000000001,10,75,4,23422.0,7.995706081390381
45,37,69,0.30000000000000004,10,85,17,4078.0,8.063719987869263
65,37,72,0.4,10,90,13,-2673.0,8.129136085510254
40,31,64,0.5,15,90,2,19358.0,8.054975986480713
60,34,70,0.1,10,85,5,70.0,7.915647983551025
60,30,70,0.6000000000000001,15,75,8,-3198.0,7.875369071960449
45,32,66,0.5,20,75,11,14716.0,8.044612169265747
30,27,74,0.6000000000000001,10,85,2,15392.0,7.880375623703003
30,32,61,0.4,10,80,18,-4029.0,7.850871801376343
65,28,62,0.30000000000000004,20,85,5,13019.0,7.663166284561157
60,25,73,0.30000000000000004,15,80,19,8138.0,7.606961965560913
55,25,69,0.4,15,90,2,5389.0,7.746003150939941
40,39,65,0.30000000000000004,10,85,7,-11632.0,7.6279871463775635
50,30,65,0.6000000000000001,20,75,15,18732.0,7.761480808258057
55,40,63,0.2,20,90,11,9034.0,7.785875082015991
30,39,60,0.2,10,85,14,-44115.0,7.848806858062744
65,25,71,0.1,15,85,6,9160.0,7.643454074859619
60,35,71,0.2,15,90,6,408.0,7.717288017272949
35,27,64,0.1,15,90,7,22994.0,7.910737037658691
35,29,62,0.2,20,80,14,18247.0,7.834996938705444
65,27,66,0.2,15,85,6,12479.0,8.053710222244263
65,38,62,0.5,10,90,4,30982.0,7.927743196487427
35,37,67,0.2,15,80,13,893.0,7.88042688369751
60,38,75,0.4,10,90,14,-3379.0,7.892010927200317
65,27,60,0.4,20,80,10,13507.0,8.016641855239868
45,25,75,0.6000000000000001,20,75,17,4901.0,7.928189277648926
40,25,74,0.2,20,85,14,-7432.0,7.8057920932769775
65,26,75,0.30000000000000004,15,85,4,3735.0,7.726671934127808
35,28,72,0.30000000000000004,10,80,16,7088.0,7.935972213745117
60,26,69,0.30000000000000004,10,90,3,8442.0,7.915831089019775
40,40,75,0.30000000000000004,20,85,14,-5702.0,7.920661926269531
65,38,64,0.6000000000000001,15,85,14,23220.0,7.748942852020264
30,27,75,0.6000000000000001,15,85,7,8598.0,7.682565212249756
30,25,71,0.1,20,85,13,8114.0,7.775454044342041
35,32,62,0.6000000000000001,10,90,13,15845.0,7.784260988235474
40,28,72,0.1,15,90,2,-2049.0,7.664554119110107
35,36,66,0.6000000000000001,10,80,14,3022.0,7.751710891723633
45,36,67,0.4,15,90,19,14742.0,7.794194221496582
70,33,66,0.4,15,75,16,6187.0,7.772065877914429
45,29,61,0.6000000000000001,20,80,4,28650.0,7.7911317348480225
40,33,66,0.4,15,75,17,18761.0,7.693173885345459
50,28,62,0.5,10,90,10,22485.0,7.789674997329712
65,37,72,0.6000000000000001,15,80,19,-2494.0,7.712563991546631
30,39,67,0.30000000000000004,10,85,14,-15146.0,7.759174823760986
60,29,63,0.30000000000000004,10,90,12,16468.0,7.805520057678223
45,39,68,0.5,15,85,15,465.0,7.741577863693237
55,25,72,0.30000000000000004,15,75,17,1966.0,7.563978910446167
45,35,63,0.6000000000000001,20,85,15,13736.0,7.6415910720825195
50,39,73,0.6000000000000001,10,85,16,-3492.0,7.700412034988403
30,26,60,0.4,10,75,10,14254.0,7.834554195404053
65,37,63,0.2,15,75,16,36464.0,7.9701619148254395
30,32,66,0.5,10,90,11,5326.0,7.903926134109497
40,29,74,0.30000000000000004,10,90,13,-4804.0,7.8577868938446045
65,25,70,0.6000000000000001,10,75,7,6094.0,7.658390998840332
65,25,75,0.6000000000000001,15,80,19,3698.0,7.726165056228638
40,32,73,0.1,10,90,2,1054.0,7.854445695877075
45,36,69,0.6000000000000001,20,90,12,6455.0,7.9139018058776855
35,25,71,0.1,10,75,6,5628.0,7.893735885620117
45,26,65,0.6000000000000001,10,80,15,13894.0,7.804725170135498
65,31,74,0.4,10,90,19,-3274.0,7.746935129165649
30,25,61,0.1,15,80,10,17188.0,7.865794897079468
45,39,71,0.2,10,90,13,-96.0,7.809018850326538
60,31,73,0.6000000000000001,20,75,18,-3097.0,7.738036155700684
30,36,69,0.5,20,75,8,-5332.0,7.9221601486206055
45,25,69,0.6000000000000001,15,90,12,11002.0,7.70097279548645
30,39,75,0.30000000000000004,10,80,16,-5627.0,7.657742977142334
50,33,67,0.4,15,85,19,13532.0,7.77991795539856
35,36,61,0.2,15,85,4,-712.0,7.845137119293213
40,32,63,0.6000000000000001,15,90,5,18226.0,7.663553714752197
55,25,61,0.30000000000000004,10,75,5,10685.0,7.695142984390259
60,31,68,0.30000000000000004,10,75,16,5923.0,7.75776481628418
70,30,72,0.2,15,75,8,1754.0,7.754854917526245
30,39,74,0.1,20,80,13,-4664.0,7.889276742935181
70,25,68,0.5,15,90,12,5410.0,7.830926179885864
70,25,67,0.6000000000000001,15,80,17,4974.0,7.8717827796936035
50,27,73,0.30000000000000004,10,80,18,-6120.0,7.8524229526519775
45,33,62,0.4,10,90,19,18740.0,7.874086141586304
70,25,70,0.4,20,85,3,3918.0,7.689162969589233
30,39,66,0.6000000000000001,20,85,9,-19164.0,7.890471935272217
55,31,67,0.30000000000000004,15,75,4,10634.0,7.790525197982788
45,40,74,0.5,20,85,15,-2957.0,7.738439083099365
55,30,73,0.4,10,90,18,-4960.0,7.6708080768585205
55,27,62,0.1,10,85,4,12093.0,7.8358447551727295
70,29,60,0.1,15,80,7,13890.0,7.7650628089904785
30,29,68,0.4,10,85,4,15922.0,7.799801826477051
30,31,65,0.5,15,85,13,7344.0,7.749419927597046
30,29,68,0.1,20,80,16,15864.0,7.62614893913269
50,38,68,0.5,20,90,9,8692.0,7.751481056213379
30,36,71,0.2,10,80,19,-2666.0,7.6195409297943115
65,31,70,0.5,10,85,18,-2703.0,7.669061660766602
40,34,62,0.4,10,80,11,8113.0,8.010929822921753
35,39,63,0.30000000000000004,15,80,15,-14724.0,7.9567670822143555
50,33,72,0.2,20,90,8,6912.0,7.922804832458496
55,39,67,0.1,15,75,12,9152.0,8.015014171600342
65,29,69,0.30000000000000004,10,85,17,4421.0,7.932060956954956
70,29,60,0.30000000000000004,20,90,11,13802.0,7.8718671798706055
70,32,67,0.4,20,80,16,-2364.0,7.897700071334839
35,38,68,0.30000000000000004,10,75,19,-4722.0,7.796983957290649
70,31,60,0.1,20,80,13,18161.0,7.963068723678589
65,28,69,0.4,10,85,18,8624.0,7.692425012588501
45,39,69,0.1,10,90,9,2752.0,7.635549783706665
55,26,68,0.4,15,85,3,6070.0,7.652672052383423
40,39,70,0.1,10,90,17,955.0,7.660729885101318
35,32,60,0.5,15,75,3,7710.0,7.810107946395874
45,29,66,0.2,15,85,17,14810.0,7.708434820175171
70,38,75,0.1,15,85,14,-5650.0,7.773561954498291
70,29,70,0.30000000000000004,10,85,19,6632.0,7.670600891113281
35,30,61,0.30000000000000004,20,75,6,15134.0,7.770936965942383
60,28,60,0.1,20,85,10,14910.0,7.8150811195373535
30,28,75,0.5,15,75,9,6704.0,7.764269113540649
45,37,68,0.5,10,85,2,5768.0,7.916748046875
60,36,63,0.2,20,85,15,32791.0,7.981284856796265
65,40,69,0.6000000000000001,15,75,11,1223.0,7.977723121643066
60,33,71,0.6000000000000001,20,75,15,-750.0,7.888309955596924
70,30,61,0.2,20,80,18,15284.0,7.71985387802124
45,39,62,0.30000000000000004,15,90,16,-7957.0,7.911985158920288
55,27,64,0.1,20,75,14,13314.0,7.939414978027344
70,32,75,0.30000000000000004,15,85,3,-1583.0,7.849937915802002
50,28,71,0.4,10,85,8,5404.0,7.787208795547485
60,33,64,0.5,20,90,10,29478.0,7.741265296936035
30,29,62,0.30000000000000004,10,90,18,9642.0,7.840277910232544
50,31,70,0.2,20,80,12,10061.0,7.782562255859375
45,28,62,0.1,15,80,8,19955.0,7.622688055038452
70,35,60,0.4,20,85,11,37366.0,7.838778018951416
45,38,75,0.6000000000000001,10,85,18,-3162.0,7.815986156463623
40,40,68,0.4,20,75,11,-1543.0,7.683913946151733
60,31,65,0.2,15,85,12,12216.0,7.837913751602173
70,31,72,0.2,20,75,14,1511.0,8.080937147140503
30,25,60,0.6000000000000001,15,80,12,15776.0,8.113054037094116
30,35,68,0.2,15,90,16,-2558.0,7.902286767959595
40,37,66,0.4,20,90,10,-58.0,7.893251180648804
35,37,60,0.30000000000000004,10,85,6,-15658.0,7.81311821937561
50,26,61,0.5,10,80,2,15126.0,7.969985008239746
30,34,63,0.6000000000000001,15,75,19,-5515.0,7.919561862945557
55,26,73,0.1,20,85,15,7916.0,7.834455966949463
60,40,66,0.5,20,75,10,10979.0,7.82216215133667
35,33,73,0.6000000000000001,20,85,19,9080.0,7.924732208251953
55,29,71,0.1,20,90,19,-4593.0,7.860493898391724
70,39,70,0.2,10,75,12,-1999.0,7.819082021713257
30,30,60,0.5,10,85,7,321.0,7.980113744735718
45,37,64,0.30000000000000004,20,80,12,2041.0,7.929534912109375
50,37,70,0.30000000000000004,10,80,19,10203.0,7.8745081424713135
60,36,64,0.2,20,80,10,27622.0,7.989100933074951
55,30,66,0.2,15,80,19,12780.0,7.891355037689209
35,33,62,0.5,20,80,16,10824.0,8.002067804336548
50,38,73,0.5,15,85,9,-2201.0,7.966247081756592
35,25,75,0.6000000000000001,15,90,10,-7724.0,7.867892026901245
55,32,60,0.1,20,85,13,37556.0,8.028033971786499
40,39,61,0.1,10,80,16,-12706.0,7.987404108047485
70,33,72,0.1,20,90,10,-2756.0,7.919574737548828
70,37,67,0.1,15,90,17,-1929.0,7.917809009552002
55,36,69,0.30000000000000004,10,90,4,14124.0,7.909785985946655
45,35,71,0.30000000000000004,10,90,9,5539.0,7.7151939868927
70,38,65,0.4,20,90,8,18492.0,7.929200887680054
35,25,71,0.1,20,80,17,2475.0,7.838159084320068
30,32,61,0.6000000000000001,10,90,6,-6654.0,7.6971800327301025
65,29,69,0.1,15,80,10,4292.0,7.830844879150391
40,25,63,0.5,20,90,6,17402.0,7.996695041656494
55,38,65,0.4,15,80,14,18846.0,8.17810320854187
50,39,66,0.4,10,90,4,9050.0,8.021457195281982
70,31,68,0.6000000000000001,20,80,6,-347.0,8.017136096954346
55,29,61,0.30000000000000004,20,85,18,24950.0,8.01641297340393
40,36,60,0.2,20,90,5,-1001.0,8.08088231086731
70,36,75,0.1,15,80,9,-3417.0,8.02471399307251
40,26,62,0.1,20,85,16,19147.0,7.947965860366821
45,26,62,0.6000000000000001,10,80,13,17592.0,8.025665998458862
55,30,74,0.5,15,80,10,-4744.0,7.840471029281616
35,36,65,0.6000000000000001,10,85,16,656.0,7.730382919311523
65,28,67,0.5,20,80,11,12163.0,7.846723794937134
40,26,65,0.1,20,80,3,18777.0,7.73476767539978
65,25,60,0.6000000000000001,20,90,5,10900.0,7.842780828475952
40,39,63,0.2,10,85,5,-9098.0,7.8126749992370605
30,31,60,0.2,15,80,15,-5536.0,7.948354005813599
40,27,64,0.1,10,85,10,22200.0,7.871567726135254
60,39,60,0.4,10,85,10,22441.0,7.965284109115601
50,32,72,0.4,15,90,19,6038.0,7.795487880706787
70,25,71,0.4,15,75,13,2657.0,7.633501052856445
50,26,75,0.2,20,75,15,700.0,7.742629051208496
55,38,60,0.4,10,85,14,30542.0,7.774091005325317
50,30,61,0.5,10,90,9,31450.0,7.797431945800781
55,37,73,0.6000000000000001,15,85,13,-1595.0,7.752098083496094
50,33,73,0.2,15,80,16,2865.0,7.814625978469849
35,29,60,0.6000000000000001,20,90,12,15134.0,7.694545269012451
65,29,63,0.6000000000000001,20,85,5,10982.0,7.786783933639526
60,36,68,0.2,10,80,11,13992.0,7.855990886688232
35,26,70,0.1,20,90,9,5261.0,7.769927978515625
55,38,71,0.1,20,75,2,3078.0,7.824006795883179
35,39,61,0.6000000000000001,15,85,18,-22536.0,7.740568161010742
30,39,62,0.6000000000000001,10,85,15,-32227.0,7.795785903930664
50,29,60,0.4,10,90,8,26328.0,7.776642084121704
65,25,69,0.4,20,90,2,5344.0,7.882333040237427
30,31,63,0.30000000000000004,15,80,9,2999.0,7.8144850730896
50,25,63,0.1,20,80,19,12890.0,7.869897365570068
30,32,72,0.2,15,75,15,11269.0,7.918949842453003
30,36,74,0.30000000000000004,20,85,14,-3760.0,7.96583104133606
65,36,66,0.6000000000000001,10,90,5,16721.0,8.031371116638184
55,27,72,0.2,20,85,12,-1792.0,7.914029121398926
50,40,64,0.30000000000000004,10,90,17,3110.0,7.862718820571899
30,40,65,0.6000000000000001,20,90,13,-27407.0,7.686531066894531
30,27,73,0.2,20,90,8,17492.0,7.891074895858765
35,37,70,0.1,10,85,2,2726.0,7.707093000411987
60,34,69,0.5,10,75,8,11246.0,7.899574041366577
65,30,71,0.2,15,75,6,2982.0,7.751538038253784
30,37,74,0.30000000000000004,15,85,16,-3962.0,7.761868000030518
30,28,63,0.5,15,75,19,14314.0,7.8132147789001465
70,35,70,0.1,20,80,5,-2342.0,7.828393936157227
65,33,63,0.6000000000000001,10,80,15,22536.0,7.671911001205444
45,27,69,0.5,15,85,12,5104.0,7.823023080825806
35,40,70,0.30000000000000004,10,80,7,-8295.0,7.7970640659332275
50,35,62,0.6000000000000001,15,90,5,25392.0,7.927149057388306
55,32,66,0.2,10,90,12,17104.0,7.826966047286987
45,25,72,0.6000000000000001,20,75,12,5760.0,7.719367265701294
35,36,62,0.2,10,85,12,316.0,7.901348114013672
65,40,62,0.4,15,90,11,18795.0,7.959496974945068
55,28,67,0.5,10,85,7,6889.0,7.668766975402832
35,34,63,0.2,10,90,17,11739.0,7.763980150222778
60,30,61,0.1,20,80,7,21326.0,7.741930961608887
55,31,70,0.30000000000000004,10,75,8,2822.0,7.684257984161377
35,31,64,0.4,15,75,5,16420.0,7.840821027755737
50,34,60,0.4,10,80,19,27729.0,7.846324920654297
40,35,72,0.4,10,75,11,5242.0,7.680750131607056
40,29,69,0.30000000000000004,20,85,7,9086.0,7.695356845855713
55,40,73,0.2,10,75,19,-3338.0,7.796195030212402
30,32,65,0.30000000000000004,15,90,4,3508.0,7.752979040145874
35,26,70,0.2,20,90,7,10292.0,7.70068621635437
40,27,60,0.6000000000000001,20,75,14,20453.0,7.897167682647705
35,33,65,0.5,15,90,13,12954.0,7.903565883636475
65,40,61,0.1,15,85,3,22256.0,7.961277008056641
65,34,63,0.4,10,75,11,24940.0,8.055562973022461
45,30,67,0.30000000000000004,20,90,7,6352.0,8.056344985961914
35,34,64,0.1,10,75,19,9509.0,7.951291084289551
55,32,62,0.5,20,80,2,33604.0,7.8954408168792725
50,37,67,0.6000000000000001,10,80,13,13276.0,7.958472967147827
35,40,75,0.1,20,80,11,-6565.0,7.855339050292969
35,31,71,0.1,10,75,2,11608.0,7.8650360107421875
70,28,64,0.30000000000000004,10,80,11,11554.0,7.848934888839722
55,34,60,0.30000000000000004,20,80,2,36924.0,7.829133033752441
30,35,74,0.2,15,80,2,3812.0,7.799997806549072
55,29,67,0.2,10,75,11,6554.0,7.822199106216431
70,30,60,0.5,10,85,7,15560.0,7.806530952453613
65,40,74,0.6000000000000001,20,85,10,-4726.0,7.965406894683838
45,31,63,0.5,15,90,16,16654.0,7.843102931976318
60,25,70,0.5,10,75,10,3877.0,7.6131370067596436
